Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
S12231	0	0	0.0414	0	0.2609	0.1066	0.0115	0.389	0.1063	0.0362	0.0942	0.0107	0.0709	0.1551	0	0	0.0793	0.0219	0.0291	0.3189	0.1096	0.1584	0	0	0.1038	0.0094	0.0433	0	0.0665	0.0749	0.0286	0.0216	0.0297	0	0.3476	0.0357	0	0.07	0.1128	0.0366	0.078	0.381	0.0117	0.1683	0.11	0.0561	0.0146	0.146	0.0986	0.0049	0.028	0.3852	0.0111	0.1102	0.0787	0.0832	0.0018	0.0489	0	0.0851	0.0806	0	0	0.002	0.7113	0.0146	0.7259
S12240	0.043	0	0.0525	0	0.3623	0.0901	0	0.5969	0.0712	0.1131	0.2437	0.0532	0.122	0.2373	0	0	0.031	0.0368	0.085	0.3706	0.1268	0.1741	0	0	0.1118	0.0175	0.0534	0	0.161	0.2757	0.0227	0.0049	0.0525	0	0.2777	0.054	0	0.033	0.0222	0.0326	0.0662	0.2122	0.017	0.1	0.1223	0.0442	0.0757	0.1351	0.1422	0.0063	0.0296	0.3401	0.0442	0.2001	0.1558	0.1057	0	0	0	0.1469	0.124	0.0227	0.0393	0.0398	0.7643	0.064	0.8283
S12241	0.0202	0	0.0426	0.0013	0.2383	0.0687	0.083	0.2751	0.0957	0.0149	0.038	0.0854	0.0935	0.1759	0	0	0.0757	0.0708	0.0385	0.5386	0.109	0.0707	0	0	0	0.0054	0.0369	0	0.1606	0.1861	0.0766	0.0227	0.0868	0.0209	0.189	0.044	0.0143	0.0468	0.1072	0	0.1159	0.3502	0	0.1474	0.2878	0.0764	0	0.0818	0.0713	0.006	0.0358	0.3428	0.0217	0.2816	0.0279	0.0437	0	0.062	0.0561	0.0956	0.1781	0.0195	0	0	0.9155	0.0294	0.9448
S12244	0.0252	0	0.1317	0	0.2204	0.1083	0.0293	0.3585	0.0526	0.0135	0.0512	0.0059	0.0561	0.1373	0	0	0.1185	0.0337	0.0481	0.3818	0.1213	0.142	0	0	0.1072	0.0091	0.0615	0	0.1459	0.1689	0.0277	0.0107	0.0727	0.0092	0.4817	0.0493	0.0404	0.0808	0.1305	0.0372	0.0618	0.3063	0.0099	0.14	0	0.0674	0	0.1927	0.1165	0.0057	0.0503	0.3041	0.0014	0.1862	0.052	0.0445	0.0071	0.0122	0.0017	0.119	0.1244	0.0241	0.0247	0.07	0.7669	0.0366	0.8035
S12245	0	0	0.0161	0	0.325	0.1401	0.0554	0.4002	0.1455	0.0532	0.0737	0.0293	0.0766	0.1393	0	0	0.0379	0	0.0675	0.5941	0.1634	0.1281	0	0.0095	0.0219	0.0107	0.0533	0	0.1044	0.1786	0.0305	0.0272	0.0554	0.022	0.2741	0.0532	0	0.0519	0.0853	0.0279	0.0637	0.4148	0	0.1789	0.0842	0.0732	0	0.0874	0.0987	0.0065	0.0384	0.3112	0.0143	0.2015	0.0243	0.1156	0	0	0	0.1216	0.1764	0	0	0	0.9125	0.0338	0.9463
S12249	0	0	0.0583	0	0.2625	0.0933	0.0741	0.3625	0.1269	0.078	0.0489	0.1153	0.2217	0.1458	0.0067	0	0.0665	0.0191	0.0153	0.5573	0.136	0.1364	0	0.0377	0	0	0.03	0	0.1704	0.2749	0.033	0.0127	0.0499	0.0194	0.221	0.0367	0.0132	0.0256	0.0848	0	0.1408	0.4392	0	0.1344	0.2719	0.0674	0.0013	0.0928	0.0532	0.0054	0.0178	0.3077	0.0404	0.3471	0.0092	0	0	0	0.0146	0.0812	0.1689	0.0184	0	0	0.9251	0.0076	0.9327
S12251	0.0049	0	0.0344	0	0.2261	0.0311	0.0067	0.3794	0.0827	0	0.0675	0	0.0605	0.1686	0	0	0.0335	0.0225	0.0333	0.4119	0.116	0.1677	0	0	0.0615	0.0159	0.0421	0	0.0362	0.0873	0.0531	0.0247	0.0901	0.0231	0.3666	0.065	0	0.048	0.1415	0.0275	0.0546	0.3572	0	0.1391	0.037	0.0432	0.0191	0.1407	0.0817	0.0035	0.0222	0.3927	0.024	0.1864	0.0252	0.0869	0	0	0.0318	0.1001	0.0844	0	0.0021	0	0.7375	0.0191	0.7566
S12261	0.0178	0	0	0	0.2799	0.1346	0.0663	0.3016	0.1202	0.0559	0.0582	0.0828	0.0468	0.0935	0	0	0.0429	0.0658	0.0658	0.7846	0.1838	0.03	0	0	0.0421	0	0.0812	0	0.3386	0.4462	0.0165	0.0184	0.0465	0.0016	0.4202	0.054	0	0.0928	0	0.0224	0.0052	0.4675	0.0113	0.1444	0.0236	0.0842	0	0.1406	0	0.0075	0.058	0.0343	0	0.1625	0.0384	0.1059	0	0	0.0687	0.1685	0.1984	0	0	0	0.9026	0.0418	0.9444
S12264	0.0045	0	0.0488	0	0.3323	0.0554	0.0566	0.5415	0.0666	0.0864	0.1651	0.0639	0.1539	0.2272	0	0	0.0174	0.0082	0.0121	0.3636	0.0813	0.0942	0	0.0246	0.0443	0.0036	0.0149	0	0.0728	0	0.0637	0.0179	0.0179	0	0.3022	0.0429	1e-04	0.0131	0.0735	0.0254	0.0895	0.2662	0.005	0.1325	0.1871	0.0551	0	0.1315	0.1351	0.0032	0	0.5111	0.0651	0.165	0.1195	0.1185	0	0.0413	0	0.0915	0.0419	0.0144	0.046	0	0.799	0.0083	0.8073
S12265	0	0	0.0404	0	0.2387	0.0463	0.0686	0.4129	0.0252	0	0.0636	0.0248	0.1219	0.2248	0	0	0.0451	0	0.0469	0.3083	0.1553	0.0816	0	0.0042	0.0056	0.0162	0.057	0	0.215	0.1172	0.0239	0.0206	0.0653	0.0158	0.3674	0.0325	0	0.0369	0.1584	0.0352	0.1584	0.3658	0.0116	0.1456	0.1409	0.0408	0.0229	0.1722	0.1073	0.0073	0.0416	0.4066	0.0114	0.1544	0.1036	0.0592	0	0.0253	0	0.1033	0.1211	0	0.0138	0	0.7263	0.0234	0.7498
S12271	0.0238	0	0.0583	0	0.2942	0.094	0.0487	0.4051	0.1221	0.0268	0.0687	0	0.1186	0.172	0	0	0.0712	0.0129	0.021	0.3625	0.1145	0.082	0	0	0.0548	0.0159	0.0214	0	0.0682	0.0975	0.0866	0.0231	0.0441	0.0082	0.2992	0.0506	0	0.0382	0.1567	0.0066	0.025	0.4268	0.0037	0.1675	0.1622	0.0565	0.0055	0.1019	0.1097	0.0045	0.0215	0.3644	0.0335	0.1322	0.0761	0.1334	0	0.0031	0.0146	0.0821	0.1006	0.0269	0	0	0.7991	0.0224	0.8215
S12276	0	0	0.1328	0	0.3443	0.1125	0.0953	0.4607	0.1943	0.1318	0.181	0.1289	0.1135	0.1478	0.0084	0	0.1052	0	0	0.4463	0.0782	0.0666	0	0.001	0	0	0.0205	0	0.2673	0.1581	0.0433	0.0127	0.049	0.0333	0.227	0.029	0.0247	0.0449	0.0572	0	0.1069	0.2791	0	0.1518	0.2752	0.0571	0.0157	0.0834	0.1078	0.0038	0.0143	0.3298	0.0686	0.1902	0.0706	0	0	0	0	0.0588	0.1381	0.0568	0	0.0395	0.9651	0	0.9651
S12278	0	0	0.0098	0	0.2918	0.059	0.0441	0.474	0.0609	0.0308	0.1024	0.0026	0.1616	0.1988	0	0	0	0.0588	0	0.6029	0.0669	0.0291	0	0.0671	0.0795	0	4e-04	0	0.1552	0.0143	0.0324	0.0273	0.0121	0.0025	0.5257	0.0409	0	0	0.0787	0.019	0.0691	0.2723	0	0.1178	0.108	0.0151	0	0.1811	0.1336	0.0023	2e-04	0.4515	0.0687	0.1162	0.0886	0.0909	0	0.0382	0.0491	0.0535	0.0609	0	0	0	0.8631	0	0.8631
S12279	0	0	0.0462	0	0.3031	0.1039	0.0472	0.4911	0.0854	0.0843	0.1436	0	0.1836	0.2366	0	0	0.0264	0.0119	0	0.58	0.1022	0.0749	0	0.0806	0.0252	0	0.0044	0	0.1663	0.1352	0.056	0.0213	0.0172	0	0.2588	0.04	0	0.0034	0.0658	0	0.0018	0.4455	0	0.1358	0.2513	0.0516	0.0792	0.0981	0.1448	0.0035	0	0.4339	0.0642	0.2066	0.1279	0.0917	0	0.0063	0.004	0.0426	0.0772	0.0031	0	0	0.8566	0	0.8566
S12282	0	0	0.0462	0	0.1958	0.0143	0.0208	0.2964	0.0717	0.0381	0.0702	0.0026	0.1353	0.177	0	0	0.043	0.0021	0.0062	0.5728	0.1252	0.0973	0	0	0	0	0.0211	0	0.2003	0.0974	0.0138	0.0072	0.0595	0.0055	0.3888	0.0437	0	0.0437	0.0995	0	0.026	0.444	0.0078	0.153	0.2058	0.0636	0	0.1612	0.059	0.0031	0.0069	0.3962	0	0.1891	0.0599	0.0846	0	0	0	0.0668	0.1311	0.0104	0	0.0265	0.7685	0.0031	0.7716
S12285	0.0115	0	0.0775	0	0.2981	0.0959	0.074	0.4385	0.107	0.0324	0.1042	0	0.1554	0.1843	0	0	0.0468	0.0163	0.0387	0.3821	0.1074	0.1039	0	0	0.0183	0.0032	0.0412	0	0.1403	0.139	0.0144	0.009	0.0089	0.008	0.3466	0.0436	0.014	0.0572	0.0945	0.0211	0.0396	0.3849	7e-04	0.1518	0.1461	0.0428	0.0318	0.1516	0.0792	0.0031	0.0282	0.3656	0.0241	0.2226	0.0553	0.0942	0	0	0.0154	0.106	0.1385	0.0303	0	0.0058	0.7431	0.0251	0.7682
S12291	0.0096	0	0.0679	0	0.297	0.1172	0.0089	0.4844	0.0916	0.0544	0.0717	0	0.14	0.2088	0	0	0.0315	0.0283	0.0173	0.5121	0.103	0.1179	0	0.0171	0.0322	0	0.0202	0	0.1146	0.0415	0.0108	0	0.0185	4e-04	0.4656	0.0611	0	0.0177	0.0703	0.0248	0.0025	0.3756	0	0.1387	0.1239	0.0192	0.0211	0.187	0.1234	0.0043	0.0062	0.4471	0.015	0.2208	0.1128	0.1275	0	0	0.0181	0.0723	0.0737	0.0323	0	0	0.7883	0.0134	0.8017
S12294	0.0055	0	0.0276	0	0.2551	0.0903	0.0763	0.3687	0.083	0.0419	0.0714	0.0401	0.0988	0.1568	0	0	0.0395	0	0.0209	0.5936	0.1404	0.0714	0	0.0493	0.0434	0.0058	0.0435	0	0.2605	0.173	0.0389	0.0205	0.0353	0.0124	0.4316	0.0464	0	0.0584	0.0984	0.016	0.0567	0.4346	0	0.1523	0.114	0.0403	0	0.1547	0.078	0.0066	0.0317	0.2823	0.032	0.1719	0.0635	0.045	0	0	0	0.1225	0.1258	0	0	0	0.8513	0.0132	0.8645
S12308	0.0048	0	0.017	0	0.2561	0.0941	0.0549	0.3976	0.0547	0.0384	0.0902	0.0896	0.1084	0.1619	0	0	0.0286	0.0041	0.0462	0.3788	0.1191	0.1113	0	0	0.0048	0.0213	0.0432	0	0.0917	0.0256	0.0393	0.0227	0.0437	0.016	0.3451	0.0674	0	0.0555	0.1454	0.0254	0.1465	0.4223	4e-04	0.1568	0.1469	0.0474	0.0141	0.1281	0.0883	0.0042	0.0351	0.3999	0.0146	0.1415	0.0756	0.1084	0.007	0.0225	0.0111	0.0984	0.1173	0	0	0	0.7989	0.0255	0.8244
S12335	0.0355	0	0	0	0.2564	0.0742	0.0982	0.3949	0.027	0.0396	0.0404	0.0239	0.1622	0.2181	0.0107	0	0	0.0245	0.027	0.4962	0.1327	0.119	0	0.0946	0.0099	0.0135	0.0233	0	0.1844	0.1243	0.0744	0.0178	0.0729	0.0206	0.4506	0.056	0	0.0208	0.1233	0.0052	0.017	0.3943	0	0.1321	0.2498	0.0396	0	0.1671	0.0891	0.0062	0.0291	0.4158	0.0347	0.2725	0.0781	0.0359	0	0	0.029	0.079	0.1194	0	0	0	0.7894	0.0312	0.8206
S12344	0.0028	0	0.0388	0	0.4167	0.0928	0.1157	0.6731	0.0514	0.0597	0.2149	0.0093	0.172	0.2842	0	0	0	0.0487	0.0165	0.5678	0.0676	0.1167	0	0.038	0.025	0.0022	0	0	0.0672	0.1357	0.0593	0	0.05	0	0.37	0.0463	0	0	0.0189	0.0167	0.0818	0.0959	0.0014	0.1017	0.2493	0.0157	0.0413	0.1643	0.1477	0.002	0	0.5504	0.0899	0.1434	0.1958	0.1174	0	0.0394	0.035	0.0889	0.0607	0.0057	0	0.0073	0.9289	0.0096	0.9386
S12347	0	0	0.021	0	0.227	0.0427	0.0391	0.3133	0.101	0	0.0138	0	0.1261	0.1658	0	0	0.0281	0	0.0119	0.793	0.1098	0.0858	0	0.0249	0.0296	0	0.0247	0	0.188	0.1547	0.0136	0.0059	0.0613	0.0294	0.3598	0.0467	0	0.0306	0.0532	0.0185	0.0819	0.3877	0	0.1472	0.1183	0.0517	0	0.118	0.0923	0.0036	0.0218	0.329	0.0164	0.1767	0.0046	0.0781	0	0	0	0.0853	0.139	0	0	0	0.9109	0.006	0.9168
S12348	0	0	0.0637	0	0.3144	0.0918	0.0716	0.4725	0.1056	0.0815	0.1118	0.0717	0.1607	0.1659	0	0	0.0509	0.0508	0.034	0.5587	0.1121	0.0887	0	0	0.005	0	0.0262	0	0.1468	0.184	0.0145	0.0064	0.0016	0	0.3478	0.0433	0.0276	0.0182	0.031	0.0126	0.0616	0.2744	0	0.1315	0.1601	0.0492	0.0071	0.1719	0.1036	0.0044	0.0105	0.3993	0.0387	0.192	0.1092	0.0428	0	0.0204	0.0408	0.1116	0.1185	0.0052	0	0.0278	0.8718	0.017	0.8888
S12354	0.0081	0	0.2128	0	0.4374	0.1647	0.058	0.4862	0.242	0.1859	0.1553	0.123	0.0744	0.2133	0.0321	0	0.1273	0.0255	0.0397	0.4279	0.1049	0.1076	0	0.005	0	0.0209	0.0268	0.0011	0.2273	0.1823	0.0761	0	0	7e-04	0.0122	0.0246	0.1005	0.0321	0.0146	0	0.0829	0.2212	0	0.1442	0.3047	0.0591	0	0.0066	0.0983	0.0015	0.0085	0.338	0.0373	0.2844	0.0922	0.1038	0	0.0448	0.0121	0.1154	0.1328	0.1083	0.0376	0.0902	1.072	0.0239	1.0959
S1236	0	0	0.0805	0	0.2852	0.1642	0.0677	0.4146	0.1457	0.0362	0.0466	0.0421	0.1463	0.1406	0	0	0.0802	0	0.0498	0.3624	0.1344	0.0722	0	0	0.0164	0	0.0292	0	0.1095	0.1058	0.015	0.0018	0.0206	9e-04	0.3494	0.0565	0.0399	0.0514	0.103	0.0118	0.113	0.3856	0.0062	0.1572	0.2284	0.0605	2e-04	0.1396	0.0902	0.0045	0.0251	0.3336	0	0.195	0.0685	0.042	0	0.0293	0	0.0773	0.131	0.0349	0	0.0094	0.7689	0.0249	0.7938
S12365	0.0081	0	0.0639	0	0.3267	0.1362	0.1285	0.4677	0.1065	0.0695	0.0875	0.0717	0.1659	0.2175	0	0	0.0812	0.0148	0.0767	0.2847	0.1181	0.0505	0	0	0	0.02	0.0533	0	0.1662	0.2354	0.0623	0.0232	0.0875	0.0096	0.3824	0.0391	0.0235	0.0451	0.1167	0.0236	0.0575	0.2749	0.0054	0.1452	0.219	0.0443	0.0077	0.1627	0.0873	0.0044	0.0415	0.3435	0.0133	0.1865	0.0592	0.0842	0.0124	0.0609	0	0.1245	0.1676	0.0185	0	0.0423	0.7673	0.0424	0.8097
S12366	8e-04	0	0.0797	0	0.2278	0.1081	0.0574	0.299	0.1058	0.0174	0	0	0.1195	0.1133	0	0	0.0813	0.0027	0.0204	0.5391	0.1323	0.1032	0	0	0	0	0.0274	0	0.1025	0.169	0.0358	0.0167	0.0561	0.0104	0.3114	0.0459	0	0.04	0.1331	0	3e-04	0.4896	0.0013	0.1797	0.193	0.053	0	0.111	0.084	0.0042	0.0232	0.3155	0	0.2414	0	0.0632	0.0022	0	0.0099	0.0785	0.1561	0.0376	0	0	0.8173	0.0106	0.8279
S12374	0	0	0.165	0	0.2824	0.0949	0.0724	0.4669	0.1	0.0605	0.1029	0	0.1634	0.1465	0	0	0.1186	2e-04	0.024	0.1904	0.0894	0.1285	0	0	0.0201	0	0.0193	0	0.0613	0	0.053	0.0211	0.0203	0.0062	0.3152	0.0514	0.0744	0.0239	0.1353	0.0065	0.0226	0.3562	0.0032	0.1869	0.2182	0.0306	0.0034	0.1374	0.1197	0.0028	0.0056	0.461	0.0341	0.1282	0.1135	0.0757	0	0.0354	0	0.0556	0.0823	0.085	0	0	0.735	0.012	0.747
S12385	0	0	0.0744	0	0.2917	0.1136	0.0653	0.4006	0.1607	0.056	0.1085	0.0376	0.1046	0.1276	0	0	0.0319	0.026	0.0244	0.3194	0.1342	0.1893	0	0	0.0461	0.023	0.0359	0	0.0972	0.1778	0.0239	0.0154	0.0313	0.0132	0.3142	0.0324	0.0373	0.046	0.1452	0	0.0393	0.403	0	0.1488	0.2515	0.0679	0.0407	0.1098	0.0816	0.006	0.0246	0.3406	0.032	0.2795	0.0423	0	0	0.0429	0.0086	0.0571	0.1436	0.0075	0	0	0.7586	0.0122	0.7708
S1239	0.0043	0	0.0751	0	0.244	0.0331	0.0422	0.4076	0.0236	0.0598	0.1046	0.0343	0.1438	0.2291	0.007	0	0.0554	0.0181	0.0051	0.4655	0.1149	0.1422	0	0.0881	0	0.0167	0.0223	0	0.1718	0.1516	0.0653	0.025	0.0195	0.0183	0.2484	0.0584	0.0079	0.0072	0.1584	0.0073	0.0705	0.4047	0	0.1425	0.1647	0.0238	0	0.0816	0.0826	0.0043	0.0202	0.3877	0.0361	0.2205	0.0923	0.0993	0	0.0395	0	0.0857	0.0805	0.0068	0.0177	0	0.8783	0.0047	0.883
S12391	0.0019	0	0.1025	0	0.2617	0.0912	0.0461	0.4607	0.0618	0.0534	0.1183	0.0443	0.1129	0.1918	0	0	0.063	0.0096	0.0378	0.26	0.1027	0.1435	0	0	0.0789	0.0098	0.0322	0	0.0697	0.0449	0.0492	0.0196	0.0165	0	0.3082	0.0372	0.0349	0.0454	0.1073	0.0192	0.117	0.391	0.0032	0.1543	0.142	0.0398	0.0063	0.1453	0.1171	0.0039	0.0167	0.4111	0.0478	0.1539	0.0957	0.1179	0.0016	0.0219	0	0.0965	0.087	0.0544	0.0331	0.0068	0.7433	0.0198	0.7632
S12394	0	0	0	0	0.2651	0.1174	0.0681	0.3094	0.1448	0.0575	0.0543	0	0.1314	0.1134	0	0	0.0797	0.0458	0.0542	0.6323	0.1528	0.0736	0	0	0.0197	0	0.0511	0	0.1802	0.3244	0.0035	0	0.0456	0	0.2241	0.0447	0	0.0824	0.0929	0	0	0.5109	0.0046	0.1948	0.1594	0.0683	0	0.0421	0.0404	0.0059	0.0346	0.1542	0	0.1886	0.0091	0.1049	0	0	0.0373	0.1404	0.1961	0	0	0	0.8613	0.0271	0.8884
S12406	0.0213	0	0.066	0	0.2515	0.066	0.0469	0.4183	0.0801	0.0519	0.1004	0	0.1214	0.2102	0	0	0.0086	0.0315	0.0113	0.5412	0.1149	0.1091	0	0.0496	0.0276	0	0.0216	0	0.1821	0.1172	0.0399	0.0179	0	0.0141	0.3002	0.0424	0	0.0268	0.0919	0.0211	0.0419	0.4961	0.0019	0.1579	0.1567	0.0553	0.0236	0.1338	0.1213	0.0046	0.0161	0.3877	0.022	0.1703	0.0582	0.1102	0	0.033	0.0016	0.0842	0.0795	0.0415	0	0	0.8585	0.0163	0.8748
S1241	0.0565	0	0	0	0.1684	0.0217	0.0072	0.3242	0	0.0018	0.0449	0	0.1218	0.1807	0.0317	0	0	0.0225	0.0295	0.7586	0.1975	0.1143	0	0.0089	0.0554	0	0.0554	0	0.2244	0.3027	0.0169	0.0203	0.0063	0.0105	0.4187	0.0454	0	0.0439	0.098	0.0287	0.0452	0.4729	0.0084	0.1682	7e-04	0.0726	0	0.1222	0.0559	0.0062	0.0423	0.2261	0	0.2078	0.055	0.1099	0.0027	0	0.0268	0.1425	0.1715	0	0	0	0.8601	0.043	0.9031
S12410	0.0203	0	0.0078	0	0.2275	0.0479	0.0567	0.2229	0.1567	0.0544	0.011	0.1045	0.0991	0.1249	0	0	0.0785	0.0392	0.0612	0.6689	0.1458	0.0499	0	0	0	0	0.0649	0	0.2287	0.4722	0	0.005	0.0518	0.0034	0.2638	0.0417	0	0.0811	0.0336	0	0.0867	0.453	0.0047	0.1435	0.1697	0.0754	0	0.0834	0	0.0038	0.0416	0.1125	0	0.2584	0	0.0701	0	0.0042	0.0481	0.1268	0.228	0	0	0	0.8433	0.0407	0.8841
S12417	0.0168	0	0.0287	0	0.2494	0.0832	0.0444	0.3735	0.0959	0.0341	0.037	0	0.136	0.1472	0	0	0.0482	0.0084	0.0163	0.4411	0.1303	0.1376	0	0	0.0509	0.009	0.0348	0	0.0484	0.1483	0.0206	0.0157	0.0235	0	0.3617	0.0504	0	0.0476	0.1099	0.0257	0.0297	0.4723	0.0064	0.1774	0.1653	0.0359	0	0.1313	0.0654	0.0051	0.0331	0.358	0.0144	0.1857	0.0969	0.085	0	0.0096	0	0.1044	0.1012	0	0	0	0.7329	0.0166	0.7494
S12419	0.0042	0	0.0522	0	0.1778	0.0028	0.0255	0.3753	0.0218	0.08	0.0901	0.0423	0.2057	0.2454	0.0109	0	0.0331	0	0.0205	0.44	0.1151	0.1145	0	0.0554	0	0	0.013	0	0.1992	0.1479	0	0	0	0.0091	0.3363	0.0464	0.03	0.0099	0.1508	0	0.1163	0.4415	0	0.163	0.2226	0.0246	0.0154	0.1463	0.1031	0.0025	0.0127	0.3916	0.0444	0.1927	0.1239	0.0196	0	0	0	0.0823	0.1147	0.0324	0	0.0025	0.7928	0.0124	0.8052
S12428	0	0	0.005	0	0.2299	0.0799	0.0483	0.3591	0.0929	0.054	0.0549	0.0729	0.1361	0.2096	0	0	0.0429	0.0128	0.0752	0.3567	0.1555	0.1245	0	0	0.0571	0.0033	0.0534	0	0.1029	0.1216	0.0427	0.0389	0.0313	0	0.2693	0.0441	0	0.0562	0.1158	0.0166	0.1446	0.475	0.0109	0.1426	0.2086	0.0482	3e-04	0.1168	0.1028	0.0068	0.0394	0.3851	0.0162	0.2241	0.0682	0.0515	0.0097	0.0319	0.0055	0.1188	0.1536	0	0	0	0.7361	0.0376	0.7737
S12431	0	0	0.1041	0	0.3535	0.1501	0.1052	0.54	0.1009	0.1041	0.1206	0	0.1648	0.1533	0	0	0.0632	0.0395	0	0.3658	0.0991	0.17	0	0	0.0724	0.0019	0.0087	0	0.0687	0.0181	0.0311	0.0063	0.0182	0.0053	0.2417	0.0439	0.0095	0.0091	0.1118	0.0183	0	0.3369	0	0.1788	0.215	0.0347	0	0.0682	0.1428	0.005	0.0082	0.4186	0.0526	0.1518	0.0506	0.133	0	0.0284	0.0318	0.0224	0.0594	0.068	0	0	0.8627	0	0.8627
S12432	0	0	0.0722	0	0.2931	0.0726	0.0889	0.4444	0.113	0.1061	0.1156	0.0749	0.1819	0.1894	0	0	0.0843	0	0.0148	0.2956	0.0758	0.1329	0	0	0	0	0.0166	0	0.145	0.0378	0.0243	0.018	0.0102	0.0196	0.3311	0.0413	0.0099	0.0221	0.1462	0.0042	0.17	0.247	0	0.1305	0.2421	0.0187	0.039	0.1574	0.144	0.0022	0.0176	0.4634	0.0653	0.1891	0.0596	0.0527	0	0.0262	0	0.0686	0.0904	0.0149	0	0.0206	0.8384	0.0074	0.8458
S12436	0.0329	0	0.1303	0	0.2214	0.062	0.0302	0.4786	0.0024	0	0.132	0.0382	0.1221	0.181	0	0	0.012	0	0.0064	0.2159	0.1341	0.2004	0	0.0129	0.024	0.0089	0.0343	0	0.0875	0.0117	0	0	0.0469	0	0.2571	0.0622	0.057	0.0493	0.1472	0.0146	0.1469	0.3848	0.014	0.1537	0.2396	0.0224	0.0694	0.0995	0.129	0.005	0.0102	0.4223	0.0368	0.1811	0.1954	0.0156	0	0.0435	0	0.0844	0.0828	0.0539	0.0773	0.0147	0.6769	0.0196	0.6966
S12437	0.0207	0	0.0857	0.0349	0.2737	0.0836	0.0474	0.4304	0.0745	0.0787	0.1121	0.0375	0.1247	0.18	0.0114	0	0.0433	0	0.0237	0.354	0.1522	0.0715	0	0.0866	0.0122	0.0036	0.0277	0	0.1407	0.1018	0.0671	0.0068	0.0828	0.02	0.262	0.0494	0.0032	0.0379	0.1663	0.0209	0.0372	0.442	0.003	0.1602	0.142	0.0594	0.0407	0.0993	0.0852	0.005	0.027	0.3639	0.0565	0.1937	0.0623	0.0949	0.0116	0	0	0.0696	0.114	0.0107	0	0	0.8286	0.0222	0.8508
S12439	0.0017	0	0	0	0.2389	0.0748	0.0763	0.2664	0.1456	0.0632	0.0369	0.0752	0.1503	0.1658	0	0	0.0117	0.0586	0.0419	0.5897	0.1642	0.0735	0	0.0019	0.0133	0.0014	0.0458	0	0.1725	0.2561	0.0355	0.0066	0.0654	0.0015	0.2567	0.0411	0	0.0503	0.1064	0	0.0944	0.5016	0	0.1639	0.2307	0.0935	0	0.0575	0.0505	0.0057	0.0369	0.2993	0.0185	0.2852	0.0225	0.0109	0.0039	0	0.0625	0.0894	0.19	0	0	0	0.9014	0.0218	0.9232
S12440	0	0	0.0942	0	0.3011	0.127	0.0804	0.4195	0.1505	0.0699	0.1023	0	0.1096	0.1785	0	0	0.0808	0.0228	0.0758	0.39	0.1203	0.0901	0	0	0.04	0.0078	0.0588	0	0.1239	0.1405	0.0327	0.0173	0.0311	0	0.3033	0.0358	0.0226	0.0597	0.092	0.0347	0	0.4321	0.0047	0.1649	0.1544	0.0535	0.0213	0.1286	0.0859	0.0073	0.0342	0.3322	0.0062	0.1806	0.0628	0.1099	0.0153	0.0058	0.0016	0.124	0.1534	0.0373	0	0.0164	0.7784	0.0379	0.8163
S12441	0.0669	0	0	0	0.1686	0	0	0.2783	0	0	0.1228	0.074	0.0796	0.1347	0.0036	0	0	0.0369	0.0395	0.4721	0.0948	0.1154	0	0.0597	0	0	0.027	0	0.0305	0.0495	0.021	0.0136	0.0518	0.0341	0.3838	0.0675	0	0.0551	0.1758	0.0037	0.1061	0.4661	0	0.1585	0.1161	0.0643	0	0.1216	0.1056	0.003	0.0248	0.3992	0.0296	0.2472	0.069	0.0642	0	0	0.0372	0.0873	0.1428	0	0.0067	0	0.7821	0.0532	0.8353
S12447	0.0506	0	0.1048	0	0.2635	0.095	0.0329	0.401	0.1403	0.0484	0.1007	0	0.1012	0.1464	0	0	0.0785	0.0349	0.0609	0.4975	0.1485	0.1093	0	0	0.111	0.0122	0.0496	0	0.2084	0.1647	0.0202	7e-04	0.0508	0	0.3505	0.0472	0.0311	0.0695	0.1255	0.0353	0	0.4932	0.0076	0.1707	0.0721	0.0807	0.0139	0.1127	0.1099	0.0059	0.0425	0.2595	0	0.1922	0.0223	0.1052	0	0.01	0.0314	0.1505	0.1361	0.0458	0	0.0517	0.8437	0.0558	0.8994
